pc4,Gemeente2019,gemeente_code,gemeente_naam,ggd_code,ggd_naam
3344,531,GM0531,Hendrik-Ido-Ambacht,GG4816,Dienst Gezondheid & Jeugd ZHZ
3351,590,GM0590,Papendrecht,GG4816,Dienst Gezondheid & Jeugd ZHZ
3352,590,GM0590,Papendrecht,GG4816,Dienst Gezondheid & Jeugd ZHZ
3353,590,GM0590,Papendrecht,GG4816,Dienst Gezondheid & Jeugd ZHZ
3354,590,GM0590,Papendrecht,GG4816,Dienst Gezondheid & Jeugd ZHZ
3355,590,GM0590,Papendrecht,GG4816,Dienst Gezondheid & Jeugd ZHZ
3356,590,GM0590,Papendrecht,GG4816,Dienst Gezondheid & Jeugd ZHZ
3361,610,GM0610,Sliedrecht,GG4816,Dienst Gezondheid & Jeugd ZHZ
3362,610,GM0610,Sliedrecht,GG4816,Dienst Gezondheid & Jeugd ZHZ
3363,610,GM0610,Sliedrecht,GG4816,Dienst Gezondheid & Jeugd ZHZ
3364,610,GM0610,Sliedrecht,GG4816,Dienst Gezondheid & Jeugd ZHZ
3366,1978,GM1978,Molenlanden,GG4816,Dienst Gezondheid & Jeugd ZHZ
3371,523,GM0523,Hardinxveld-Giessendam,GG4816,Dienst Gezondheid & Jeugd ZHZ
3372,523,GM0523,Hardinxveld-Giessendam,GG4816,Dienst Gezondheid & Jeugd ZHZ
3373,523,GM0523,Hardinxveld-Giessendam,GG4816,Dienst Gezondheid & Jeugd ZHZ
3381,1978,GM1978,Molenlanden,GG4816,Dienst Gezondheid & Jeugd ZHZ
3401,353,GM0353,IJsselstein,GG2514,GGD Regio Utrecht
3402,353,GM0353,IJsselstein,GG2514,GGD Regio Utrecht
3403,353,GM0353,IJsselstein,GG2514,GGD Regio Utrecht
3404,353,GM0353,IJsselstein,GG2514,GGD Regio Utrecht
3405,331,GM0331,Lopik,GG2514,GGD Regio Utrecht
3411,331,GM0331,Lopik,GG2514,GGD Regio Utrecht
3412,331,GM0331,Lopik,GG2514,GGD Regio Utrecht
3413,331,GM0331,Lopik,GG2514,GGD Regio Utrecht
3415,331,GM0331,Lopik,GG2514,GGD Regio Utrecht
3417,335,GM0335,Montfoort,GG2514,GGD Regio Utrecht
3421,589,GM0589,Oudewater,GG2514,GGD Regio Utrecht
3425,589,GM0589,Oudewater,GG2514,GGD Regio Utrecht
3431,356,GM0356,Nieuwegein,GG2514,GGD Regio Utrecht
3432,356,GM0356,Nieuwegein,GG2514,GGD Regio Utrecht
3433,356,GM0356,Nieuwegein,GG2514,GGD Regio Utrecht
3434,356,GM0356,Nieuwegein,GG2514,GGD Regio Utrecht
3435,356,GM0356,Nieuwegein,GG2514,GGD Regio Utrecht
3436,356,GM0356,Nieuwegein,GG2514,GGD Regio Utrecht
3437,356,GM0356,Nieuwegein,GG2514,GGD Regio Utrecht
3438,356,GM0356,Nieuwegein,GG2514,GGD Regio Utrecht
3439,356,GM0356,Nieuwegein,GG2514,GGD Regio Utrecht
3441,632,GM0632,Woerden,GG2514,GGD Regio Utrecht
3442,632,GM0632,Woerden,GG2514,GGD Regio Utrecht
3443,632,GM0632,Woerden,GG2514,GGD Regio Utrecht
3444,632,GM0632,Woerden,GG2514,GGD Regio Utrecht
3445,632,GM0632,Woerden,GG2514,GGD Regio Utrecht
3446,632,GM0632,Woerden,GG2514,GGD Regio Utrecht
3447,632,GM0632,Woerden,GG2514,GGD Regio Utrecht
3448,632,GM0632,Woerden,GG2514,GGD Regio Utrecht
3449,632,GM0632,Woerden,GG2514,GGD Regio Utrecht
3451,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3452,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3453,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3454,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3455,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3461,335,GM0335,Montfoort,GG2514,GGD Regio Utrecht
3464,589,GM0589,Oudewater,GG2514,GGD Regio Utrecht
3465,1901,GM1901,Bodegraven-Reeuwijk,GG4506,GGD Hollands-Midden
3466,1901,GM1901,Bodegraven-Reeuwijk,GG4506,GGD Hollands-Midden
3467,589,GM0589,Oudewater,GG2514,GGD Regio Utrecht
3471,632,GM0632,Woerden,GG2514,GGD Regio Utrecht
3474,632,GM0632,Woerden,GG2514,GGD Regio Utrecht
3481,632,GM0632,Woerden,GG2514,GGD Regio Utrecht
3511,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3512,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3513,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3514,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3515,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3521,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3522,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3523,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3524,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3525,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3526,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3527,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3528,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3531,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3532,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3533,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3534,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3541,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3542,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3543,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3544,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3545,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3546,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3551,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3552,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3553,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3554,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3555,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3561,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3562,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3563,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3564,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3565,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3566,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3571,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3572,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3573,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3581,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3582,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3583,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3584,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3585,344,GM0344,Utrecht (gemeente),GG2514,GGD Regio Utrecht
3601,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3602,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3603,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3604,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3605,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3606,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3607,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3608,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3611,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3612,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3615,310,GM0310,De Bilt,GG2514,GGD Regio Utrecht
3621,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3625,1696,GM1696,Wijdemeren,GG3606,GGD Gooi en Vechtstreek
3626,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3628,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3631,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3632,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3633,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3634,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
3641,736,GM0736,De Ronde Venen,GG2514,GGD Regio Utrecht
3642,736,GM0736,De Ronde Venen,GG2514,GGD Regio Utrecht
3643,736,GM0736,De Ronde Venen,GG2514,GGD Regio Utrecht
3645,736,GM0736,De Ronde Venen,GG2514,GGD Regio Utrecht
3646,736,GM0736,De Ronde Venen,GG2514,GGD Regio Utrecht
3648,736,GM0736,De Ronde Venen,GG2514,GGD Regio Utrecht
3651,569,GM0569,Nieuwkoop,GG4506,GGD Hollands-Midden
3651,632,GM0632,Woerden,GG2514,GGD Regio Utrecht
3652,569,GM0569,Nieuwkoop,GG4506,GGD Hollands-Midden
3653,569,GM0569,Nieuwkoop,GG4506,GGD Hollands-Midden
3701,355,GM0355,Zeist,GG2514,GGD Regio Utrecht
3702,355,GM0355,Zeist,GG2514,GGD Regio Utrecht
3703,355,GM0355,Zeist,GG2514,GGD Regio Utrecht
3704,355,GM0355,Zeist,GG2514,GGD Regio Utrecht
3705,355,GM0355,Zeist,GG2514,GGD Regio Utrecht
3706,355,GM0355,Zeist,GG2514,GGD Regio Utrecht
3707,355,GM0355,Zeist,GG2514,GGD Regio Utrecht
3708,355,GM0355,Zeist,GG2514,GGD Regio Utrecht
3709,355,GM0355,Zeist,GG2514,GGD Regio Utrecht
3711,355,GM0355,Zeist,GG2514,GGD Regio Utrecht
3712,355,GM0355,Zeist,GG2514,GGD Regio Utrecht
3721,310,GM0310,De Bilt,GG2514,GGD Regio Utrecht
3722,310,GM0310,De Bilt,GG2514,GGD Regio Utrecht
3723,310,GM0310,De Bilt,GG2514,GGD Regio Utrecht
3731,310,GM0310,De Bilt,GG2514,GGD Regio Utrecht
3732,310,GM0310,De Bilt,GG2514,GGD Regio Utrecht
3734,355,GM0355,Zeist,GG2514,GGD Regio Utrecht
3735,355,GM0355,Zeist,GG2514,GGD Regio Utrecht
3737,310,GM0310,De Bilt,GG2514,GGD Regio Utrecht
3738,310,GM0310,De Bilt,GG2514,GGD Regio Utrecht
3739,310,GM0310,De Bilt,GG2514,GGD Regio Utrecht
3741,308,GM0308,Baarn,GG2514,GGD Regio Utrecht
3742,308,GM0308,Baarn,GG2514,GGD Regio Utrecht
3743,308,GM0308,Baarn,GG2514,GGD Regio Utrecht
3744,308,GM0308,Baarn,GG2514,GGD Regio Utrecht
3749,308,GM0308,Baarn,GG2514,GGD Regio Utrecht
3751,313,GM0313,Bunschoten,GG2514,GGD Regio Utrecht
3752,313,GM0313,Bunschoten,GG2514,GGD Regio Utrecht
3754,313,GM0313,Bunschoten,GG2514,GGD Regio Utrecht
3755,317,GM0317,Eemnes,GG2514,GGD Regio Utrecht
3761,342,GM0342,Soest,GG2514,GGD Regio Utrecht
3762,342,GM0342,Soest,GG2514,GGD Regio Utrecht
3763,342,GM0342,Soest,GG2514,GGD Regio Utrecht
3764,342,GM0342,Soest,GG2514,GGD Regio Utrecht
3765,342,GM0342,Soest,GG2514,GGD Regio Utrecht
3766,342,GM0342,Soest,GG2514,GGD Regio Utrecht
3768,342,GM0342,Soest,GG2514,GGD Regio Utrecht
3769,342,GM0342,Soest,GG2514,GGD Regio Utrecht
3771,203,GM0203,Barneveld,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3772,203,GM0203,Barneveld,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3773,203,GM0203,Barneveld,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3774,203,GM0203,Barneveld,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3775,203,GM0203,Barneveld,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3776,203,GM0203,Barneveld,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3781,203,GM0203,Barneveld,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3784,203,GM0203,Barneveld,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3785,203,GM0203,Barneveld,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3791,327,GM0327,Leusden,GG2514,GGD Regio Utrecht
3792,203,GM0203,Barneveld,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3794,203,GM0203,Barneveld,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3811,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3812,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3813,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3814,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3815,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3816,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3817,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3818,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3819,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3821,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3822,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3823,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3824,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3825,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3826,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3828,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3829,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3831,327,GM0327,Leusden,GG2514,GGD Regio Utrecht
3832,327,GM0327,Leusden,GG2514,GGD Regio Utrecht
3833,327,GM0327,Leusden,GG2514,GGD Regio Utrecht
3834,327,GM0327,Leusden,GG2514,GGD Regio Utrecht
3835,327,GM0327,Leusden,GG2514,GGD Regio Utrecht
3836,307,GM0307,Amersfoort,GG2514,GGD Regio Utrecht
3841,243,GM0243,Harderwijk,GG1413,GGD Noord- en Oost-Gelderland
3842,243,GM0243,Harderwijk,GG1413,GGD Noord- en Oost-Gelderland
3843,243,GM0243,Harderwijk,GG1413,GGD Noord- en Oost-Gelderland
3844,243,GM0243,Harderwijk,GG1413,GGD Noord- en Oost-Gelderland
3845,243,GM0243,Harderwijk,GG1413,GGD Noord- en Oost-Gelderland
3846,243,GM0243,Harderwijk,GG1413,GGD Noord- en Oost-Gelderland
3847,243,GM0243,Harderwijk,GG1413,GGD Noord- en Oost-Gelderland
3848,243,GM0243,Harderwijk,GG1413,GGD Noord- en Oost-Gelderland
3849,243,GM0243,Harderwijk,GG1413,GGD Noord- en Oost-Gelderland
3851,233,GM0233,Ermelo,GG1413,GGD Noord- en Oost-Gelderland
3852,233,GM0233,Ermelo,GG1413,GGD Noord- en Oost-Gelderland
3853,233,GM0233,Ermelo,GG1413,GGD Noord- en Oost-Gelderland
3861,267,GM0267,Nijkerk,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3862,267,GM0267,Nijkerk,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3863,267,GM0267,Nijkerk,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3864,267,GM0267,Nijkerk,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3871,267,GM0267,Nijkerk,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3881,273,GM0273,Putten,GG1413,GGD Noord- en Oost-Gelderland
3882,273,GM0273,Putten,GG1413,GGD Noord- en Oost-Gelderland
3886,203,GM0203,Barneveld,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3888,200,GM0200,Apeldoorn,GG1413,GGD Noord- en Oost-Gelderland
3891,50,GM0050,Zeewolde,GG2209,GGD Flevoland
3892,50,GM0050,Zeewolde,GG2209,GGD Flevoland
3893,50,GM0050,Zeewolde,GG2209,GGD Flevoland
3894,50,GM0050,Zeewolde,GG2209,GGD Flevoland
3895,50,GM0050,Zeewolde,GG2209,GGD Flevoland
3896,50,GM0050,Zeewolde,GG2209,GGD Flevoland
3897,50,GM0050,Zeewolde,GG2209,GGD Flevoland
3898,50,GM0050,Zeewolde,GG2209,GGD Flevoland
3899,50,GM0050,Zeewolde,GG2209,GGD Flevoland
3901,345,GM0345,Veenendaal,GG2514,GGD Regio Utrecht
3902,345,GM0345,Veenendaal,GG2514,GGD Regio Utrecht
3903,345,GM0345,Veenendaal,GG2514,GGD Regio Utrecht
3904,345,GM0345,Veenendaal,GG2514,GGD Regio Utrecht
3905,345,GM0345,Veenendaal,GG2514,GGD Regio Utrecht
3906,345,GM0345,Veenendaal,GG2514,GGD Regio Utrecht
3907,345,GM0345,Veenendaal,GG2514,GGD Regio Utrecht
3911,340,GM0340,Rhenen,GG2514,GGD Regio Utrecht
3912,340,GM0340,Rhenen,GG2514,GGD Regio Utrecht
3921,340,GM0340,Rhenen,GG2514,GGD Regio Utrecht
3922,340,GM0340,Rhenen,GG2514,GGD Regio Utrecht
3925,279,GM0279,Scherpenzeel,GG1911,Veiligheids- en Gezondheidsregio Gelderland-Midden
3927,339,GM0339,Renswoude,GG2514,GGD Regio Utrecht
3931,351,GM0351,Woudenberg,GG2514,GGD Regio Utrecht
3941,1581,GM1581,Utrechtse Heuvelrug,GG2514,GGD Regio Utrecht
3945,352,GM0352,Wijk bij Duurstede,GG2514,GGD Regio Utrecht
3947,352,GM0352,Wijk bij Duurstede,GG2514,GGD Regio Utrecht
3951,1581,GM1581,Utrechtse Heuvelrug,GG2514,GGD Regio Utrecht
3953,1581,GM1581,Utrechtse Heuvelrug,GG2514,GGD Regio Utrecht
3956,1581,GM1581,Utrechtse Heuvelrug,GG2514,GGD Regio Utrecht
3958,1581,GM1581,Utrechtse Heuvelrug,GG2514,GGD Regio Utrecht
3959,1581,GM1581,Utrechtse Heuvelrug,GG2514,GGD Regio Utrecht
3961,352,GM0352,Wijk bij Duurstede,GG2514,GGD Regio Utrecht
3962,352,GM0352,Wijk bij Duurstede,GG2514,GGD Regio Utrecht
3971,1581,GM1581,Utrechtse Heuvelrug,GG2514,GGD Regio Utrecht
3972,1581,GM1581,Utrechtse Heuvelrug,GG2514,GGD Regio Utrecht
3981,312,GM0312,Bunnik,GG2514,GGD Regio Utrecht
3984,312,GM0312,Bunnik,GG2514,GGD Regio Utrecht
3985,312,GM0312,Bunnik,GG2514,GGD Regio Utrecht
3989,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
3991,321,GM0321,Houten,GG2514,GGD Regio Utrecht
3992,321,GM0321,Houten,GG2514,GGD Regio Utrecht
3993,321,GM0321,Houten,GG2514,GGD Regio Utrecht
3994,321,GM0321,Houten,GG2514,GGD Regio Utrecht
3995,321,GM0321,Houten,GG2514,GGD Regio Utrecht
3997,321,GM0321,Houten,GG2514,GGD Regio Utrecht
3998,321,GM0321,Houten,GG2514,GGD Regio Utrecht
3999,321,GM0321,Houten,GG2514,GGD Regio Utrecht
4001,281,GM0281,Tiel,GG2014,GGD Gelderland-Zuid
4002,281,GM0281,Tiel,GG2014,GGD Gelderland-Zuid
4003,281,GM0281,Tiel,GG2014,GGD Gelderland-Zuid
4004,281,GM0281,Tiel,GG2014,GGD Gelderland-Zuid
4005,281,GM0281,Tiel,GG2014,GGD Gelderland-Zuid
4006,281,GM0281,Tiel,GG2014,GGD Gelderland-Zuid
4007,281,GM0281,Tiel,GG2014,GGD Gelderland-Zuid
4011,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4012,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4013,281,GM0281,Tiel,GG2014,GGD Gelderland-Zuid
4014,281,GM0281,Tiel,GG2014,GGD Gelderland-Zuid
4016,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4017,281,GM0281,Tiel,GG2014,GGD Gelderland-Zuid
4021,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4023,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4024,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4031,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4032,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4033,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4041,1740,GM1740,Neder-Betuwe,GG2014,GGD Gelderland-Zuid
4043,1740,GM1740,Neder-Betuwe,GG2014,GGD Gelderland-Zuid
4051,1740,GM1740,Neder-Betuwe,GG2014,GGD Gelderland-Zuid
4053,1740,GM1740,Neder-Betuwe,GG2014,GGD Gelderland-Zuid
4054,1740,GM1740,Neder-Betuwe,GG2014,GGD Gelderland-Zuid
4061,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4062,281,GM0281,Tiel,GG2014,GGD Gelderland-Zuid
4062,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4063,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4064,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4101,216,GM0216,Culemborg,GG2014,GGD Gelderland-Zuid
4102,216,GM0216,Culemborg,GG2014,GGD Gelderland-Zuid
4103,216,GM0216,Culemborg,GG2014,GGD Gelderland-Zuid
4104,216,GM0216,Culemborg,GG2014,GGD Gelderland-Zuid
4105,216,GM0216,Culemborg,GG2014,GGD Gelderland-Zuid
4106,216,GM0216,Culemborg,GG2014,GGD Gelderland-Zuid
4107,216,GM0216,Culemborg,GG2014,GGD Gelderland-Zuid
4111,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4112,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4115,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4116,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4117,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4119,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4121,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4122,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4124,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4125,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4126,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4128,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4131,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4132,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4133,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4141,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4142,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4143,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4145,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4147,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4151,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4152,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4153,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4155,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4156,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4157,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4158,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4161,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4163,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4171,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4174,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4175,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4176,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4181,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4182,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4184,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4185,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4191,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4194,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4196,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4197,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4197,214,GM0214,Buren,GG2014,GGD Gelderland-Zuid
4201,512,GM0512,Gorinchem,GG4816,Dienst Gezondheid & Jeugd ZHZ
4202,512,GM0512,Gorinchem,GG4816,Dienst Gezondheid & Jeugd ZHZ
4203,512,GM0512,Gorinchem,GG4816,Dienst Gezondheid & Jeugd ZHZ
4204,512,GM0512,Gorinchem,GG4816,Dienst Gezondheid & Jeugd ZHZ
4205,512,GM0512,Gorinchem,GG4816,Dienst Gezondheid & Jeugd ZHZ
4206,512,GM0512,Gorinchem,GG4816,Dienst Gezondheid & Jeugd ZHZ
4207,512,GM0512,Gorinchem,GG4816,Dienst Gezondheid & Jeugd ZHZ
4208,512,GM0512,Gorinchem,GG4816,Dienst Gezondheid & Jeugd ZHZ
4209,1978,GM1978,Molenlanden,GG4816,Dienst Gezondheid & Jeugd ZHZ
4211,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4212,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4213,512,GM0512,Gorinchem,GG4816,Dienst Gezondheid & Jeugd ZHZ
4214,1960,GM1960,West Betuwe,GG2014,GGD Gelderland-Zuid
4221,1978,GM1978,Molenlanden,GG4816,Dienst Gezondheid & Jeugd ZHZ
4223,1978,GM1978,Molenlanden,GG4816,Dienst Gezondheid & Jeugd ZHZ
4225,1978,GM1978,Molenlanden,GG4816,Dienst Gezondheid & Jeugd ZHZ
4231,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4233,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4235,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4241,1978,GM1978,Molenlanden,GG4816,Dienst Gezondheid & Jeugd ZHZ
4243,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4245,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4247,1961,GM1961,Vijfheerenlanden,GG2514,GGD Regio Utrecht
4251,1959,GM1959,Altena,GG5206,GGD West-Brabant
4254,1959,GM1959,Altena,GG5206,GGD West-Brabant
4255,1959,GM1959,Altena,GG5206,GGD West-Brabant
4261,1959,GM1959,Altena,GG5206,GGD West-Brabant
4264,1959,GM1959,Altena,GG5206,GGD West-Brabant
4265,1959,GM1959,Altena,GG5206,GGD West-Brabant
4266,1959,GM1959,Altena,GG5206,GGD West-Brabant
