pc4,Gemeente2019,gemeente_code,gemeente_naam,ggd_code,ggd_naam
1011,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1012,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1013,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1014,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1015,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1016,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1017,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1018,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1019,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1021,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1022,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1023,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1024,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1025,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1026,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1027,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1028,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1031,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1032,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1033,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1034,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1035,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1036,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1037,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1041,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1042,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1043,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1044,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1045,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1046,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1047,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1051,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1052,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1053,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1054,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1055,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1056,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1057,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1058,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1059,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1060,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1061,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1062,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1063,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1064,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1065,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1066,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1067,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1068,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1069,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1071,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1072,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1073,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1074,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1075,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1076,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1077,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1078,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1079,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1081,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1082,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1083,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1086,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1087,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1091,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1092,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1093,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1094,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1095,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1096,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1097,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1098,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1101,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1102,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1103,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1104,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1105,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1106,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1107,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1108,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1109,363,GM0363,Amsterdam,GG3406,GGD Amsterdam
1111,384,GM0384,Diemen,GG3406,GGD Amsterdam
1112,384,GM0384,Diemen,GG3406,GGD Amsterdam
1113,384,GM0384,Diemen,GG3406,GGD Amsterdam
1114,437,GM0437,Ouder-Amstel,GG3406,GGD Amsterdam
1115,437,GM0437,Ouder-Amstel,GG3406,GGD Amsterdam
1117,394,GM0394,Haarlemmermeer,GG3109,GGD Kennemerland
1118,394,GM0394,Haarlemmermeer,GG3109,GGD Kennemerland
1119,394,GM0394,Haarlemmermeer,GG3109,GGD Kennemerland
1121,415,GM0415,Landsmeer,GG7306,GGD Zaanstreek/Waterland
1127,415,GM0415,Landsmeer,GG7306,GGD Zaanstreek/Waterland
1131,385,GM0385,Edam-Volendam,GG7306,GGD Zaanstreek/Waterland
1132,385,GM0385,Edam-Volendam,GG7306,GGD Zaanstreek/Waterland
1135,385,GM0385,Edam-Volendam,GG7306,GGD Zaanstreek/Waterland
1141,852,GM0852,Waterland,GG7306,GGD Zaanstreek/Waterland
1145,852,GM0852,Waterland,GG7306,GGD Zaanstreek/Waterland
1151,852,GM0852,Waterland,GG7306,GGD Zaanstreek/Waterland
1153,852,GM0852,Waterland,GG7306,GGD Zaanstreek/Waterland
1154,852,GM0852,Waterland,GG7306,GGD Zaanstreek/Waterland
1156,852,GM0852,Waterland,GG7306,GGD Zaanstreek/Waterland
1161,394,GM0394,Haarlemmermeer,GG3109,GGD Kennemerland
1165,394,GM0394,Haarlemmermeer,GG3109,GGD Kennemerland
1171,394,GM0394,Haarlemmermeer,GG3109,GGD Kennemerland
1175,394,GM0394,Haarlemmermeer,GG3109,GGD Kennemerland
1181,362,GM0362,Amstelveen,GG3406,GGD Amsterdam
1182,362,GM0362,Amstelveen,GG3406,GGD Amsterdam
1183,362,GM0362,Amstelveen,GG3406,GGD Amsterdam
1184,362,GM0362,Amstelveen,GG3406,GGD Amsterdam
1185,362,GM0362,Amstelveen,GG3406,GGD Amsterdam
1186,362,GM0362,Amstelveen,GG3406,GGD Amsterdam
1187,362,GM0362,Amstelveen,GG3406,GGD Amsterdam
1188,362,GM0362,Amstelveen,GG3406,GGD Amsterdam
1189,362,GM0362,Amstelveen,GG3406,GGD Amsterdam
1191,437,GM0437,Ouder-Amstel,GG3406,GGD Amsterdam
1211,402,GM0402,Hilversum,GG3606,GGD Gooi en Vechtstreek
1212,402,GM0402,Hilversum,GG3606,GGD Gooi en Vechtstreek
1213,402,GM0402,Hilversum,GG3606,GGD Gooi en Vechtstreek
1214,402,GM0402,Hilversum,GG3606,GGD Gooi en Vechtstreek
1215,402,GM0402,Hilversum,GG3606,GGD Gooi en Vechtstreek
1216,402,GM0402,Hilversum,GG3606,GGD Gooi en Vechtstreek
1217,402,GM0402,Hilversum,GG3606,GGD Gooi en Vechtstreek
1218,402,GM0402,Hilversum,GG3606,GGD Gooi en Vechtstreek
1221,402,GM0402,Hilversum,GG3606,GGD Gooi en Vechtstreek
1222,402,GM0402,Hilversum,GG3606,GGD Gooi en Vechtstreek
1223,402,GM0402,Hilversum,GG3606,GGD Gooi en Vechtstreek
1231,1696,GM1696,Wijdemeren,GG3606,GGD Gooi en Vechtstreek
1241,1696,GM1696,Wijdemeren,GG3606,GGD Gooi en Vechtstreek
1243,1696,GM1696,Wijdemeren,GG3606,GGD Gooi en Vechtstreek
1244,1696,GM1696,Wijdemeren,GG3606,GGD Gooi en Vechtstreek
1251,417,GM0417,Laren (NH.),GG3606,GGD Gooi en Vechtstreek
1252,417,GM0417,Laren (NH.),GG3606,GGD Gooi en Vechtstreek
1261,376,GM0376,Blaricum,GG3606,GGD Gooi en Vechtstreek
1262,376,GM0376,Blaricum,GG3606,GGD Gooi en Vechtstreek
1271,406,GM0406,Huizen,GG3606,GGD Gooi en Vechtstreek
1272,406,GM0406,Huizen,GG3606,GGD Gooi en Vechtstreek
1273,406,GM0406,Huizen,GG3606,GGD Gooi en Vechtstreek
1274,406,GM0406,Huizen,GG3606,GGD Gooi en Vechtstreek
1275,406,GM0406,Huizen,GG3606,GGD Gooi en Vechtstreek
1276,406,GM0406,Huizen,GG3606,GGD Gooi en Vechtstreek
1277,406,GM0406,Huizen,GG3606,GGD Gooi en Vechtstreek
1309,34,GM0034,Almere,GG2209,GGD Flevoland
1311,34,GM0034,Almere,GG2209,GGD Flevoland
1312,34,GM0034,Almere,GG2209,GGD Flevoland
1313,34,GM0034,Almere,GG2209,GGD Flevoland
1314,34,GM0034,Almere,GG2209,GGD Flevoland
1315,34,GM0034,Almere,GG2209,GGD Flevoland
1316,34,GM0034,Almere,GG2209,GGD Flevoland
1317,34,GM0034,Almere,GG2209,GGD Flevoland
1318,34,GM0034,Almere,GG2209,GGD Flevoland
1319,34,GM0034,Almere,GG2209,GGD Flevoland
1321,34,GM0034,Almere,GG2209,GGD Flevoland
1322,34,GM0034,Almere,GG2209,GGD Flevoland
1323,34,GM0034,Almere,GG2209,GGD Flevoland
1324,34,GM0034,Almere,GG2209,GGD Flevoland
1325,34,GM0034,Almere,GG2209,GGD Flevoland
1326,34,GM0034,Almere,GG2209,GGD Flevoland
1327,34,GM0034,Almere,GG2209,GGD Flevoland
1328,34,GM0034,Almere,GG2209,GGD Flevoland
1329,34,GM0034,Almere,GG2209,GGD Flevoland
1331,34,GM0034,Almere,GG2209,GGD Flevoland
1332,34,GM0034,Almere,GG2209,GGD Flevoland
1333,34,GM0034,Almere,GG2209,GGD Flevoland
1334,34,GM0034,Almere,GG2209,GGD Flevoland
1335,34,GM0034,Almere,GG2209,GGD Flevoland
1336,34,GM0034,Almere,GG2209,GGD Flevoland
1338,34,GM0034,Almere,GG2209,GGD Flevoland
1339,34,GM0034,Almere,GG2209,GGD Flevoland
1341,34,GM0034,Almere,GG2209,GGD Flevoland
1343,34,GM0034,Almere,GG2209,GGD Flevoland
1349,34,GM0034,Almere,GG2209,GGD Flevoland
1351,34,GM0034,Almere,GG2209,GGD Flevoland
1352,34,GM0034,Almere,GG2209,GGD Flevoland
1353,34,GM0034,Almere,GG2209,GGD Flevoland
1354,34,GM0034,Almere,GG2209,GGD Flevoland
1355,34,GM0034,Almere,GG2209,GGD Flevoland
1356,34,GM0034,Almere,GG2209,GGD Flevoland
1357,34,GM0034,Almere,GG2209,GGD Flevoland
1358,34,GM0034,Almere,GG2209,GGD Flevoland
1359,34,GM0034,Almere,GG2209,GGD Flevoland
1361,34,GM0034,Almere,GG2209,GGD Flevoland
1362,34,GM0034,Almere,GG2209,GGD Flevoland
1363,34,GM0034,Almere,GG2209,GGD Flevoland
1381,457,GM0457,Weesp,GG3606,GGD Gooi en Vechtstreek
1382,457,GM0457,Weesp,GG3606,GGD Gooi en Vechtstreek
1383,457,GM0457,Weesp,GG3606,GGD Gooi en Vechtstreek
1384,457,GM0457,Weesp,GG3606,GGD Gooi en Vechtstreek
1391,736,GM0736,De Ronde Venen,GG2514,GGD Regio Utrecht
1393,1904,GM1904,Stichtse Vecht,GG2514,GGD Regio Utrecht
1394,1696,GM1696,Wijdemeren,GG3606,GGD Gooi en Vechtstreek
1396,736,GM0736,De Ronde Venen,GG2514,GGD Regio Utrecht
1398,1942,GM1942,Gooise Meren,GG3606,GGD Gooi en Vechtstreek
1399,1942,GM1942,Gooise Meren,GG3606,GGD Gooi en Vechtstreek
1401,1942,GM1942,Gooise Meren,GG3606,GGD Gooi en Vechtstreek
1402,1942,GM1942,Gooise Meren,GG3606,GGD Gooi en Vechtstreek
1403,1942,GM1942,Gooise Meren,GG3606,GGD Gooi en Vechtstreek
1404,1942,GM1942,Gooise Meren,GG3606,GGD Gooi en Vechtstreek
1405,1942,GM1942,Gooise Meren,GG3606,GGD Gooi en Vechtstreek
1406,1942,GM1942,Gooise Meren,GG3606,GGD Gooi en Vechtstreek
1411,1942,GM1942,Gooise Meren,GG3606,GGD Gooi en Vechtstreek
1412,1942,GM1942,Gooise Meren,GG3606,GGD Gooi en Vechtstreek
1421,451,GM0451,Uithoorn,GG3406,GGD Amsterdam
1422,451,GM0451,Uithoorn,GG3406,GGD Amsterdam
1423,451,GM0451,Uithoorn,GG3406,GGD Amsterdam
1424,451,GM0451,Uithoorn,GG3406,GGD Amsterdam
1426,736,GM0736,De Ronde Venen,GG2514,GGD Regio Utrecht
1427,736,GM0736,De Ronde Venen,GG2514,GGD Regio Utrecht
1428,569,GM0569,Nieuwkoop,GG4506,GGD Hollands-Midden
1431,358,GM0358,Aalsmeer,GG3406,GGD Amsterdam
1432,358,GM0358,Aalsmeer,GG3406,GGD Amsterdam
1433,358,GM0358,Aalsmeer,GG3406,GGD Amsterdam
1435,394,GM0394,Haarlemmermeer,GG3109,GGD Kennemerland
1436,394,GM0394,Haarlemmermeer,GG3109,GGD Kennemerland
1437,394,GM0394,Haarlemmermeer,GG3109,GGD Kennemerland
1438,394,GM0394,Haarlemmermeer,GG3109,GGD Kennemerland
1441,439,GM0439,Purmerend,GG7306,GGD Zaanstreek/Waterland
1442,439,GM0439,Purmerend,GG7306,GGD Zaanstreek/Waterland
1443,439,GM0439,Purmerend,GG7306,GGD Zaanstreek/Waterland
1444,439,GM0439,Purmerend,GG7306,GGD Zaanstreek/Waterland
1445,439,GM0439,Purmerend,GG7306,GGD Zaanstreek/Waterland
1446,439,GM0439,Purmerend,GG7306,GGD Zaanstreek/Waterland
1447,439,GM0439,Purmerend,GG7306,GGD Zaanstreek/Waterland
1448,439,GM0439,Purmerend,GG7306,GGD Zaanstreek/Waterland
1451,415,GM0415,Landsmeer,GG7306,GGD Zaanstreek/Waterland
1452,852,GM0852,Waterland,GG7306,GGD Zaanstreek/Waterland
1454,852,GM0852,Waterland,GG7306,GGD Zaanstreek/Waterland
1456,880,GM0880,Wormerland,GG7306,GGD Zaanstreek/Waterland
1458,880,GM0880,Wormerland,GG7306,GGD Zaanstreek/Waterland
1461,370,GM0370,Beemster,GG7306,GGD Zaanstreek/Waterland
1462,370,GM0370,Beemster,GG7306,GGD Zaanstreek/Waterland
1463,370,GM0370,Beemster,GG7306,GGD Zaanstreek/Waterland
1464,370,GM0370,Beemster,GG7306,GGD Zaanstreek/Waterland
1471,385,GM0385,Edam-Volendam,GG7306,GGD Zaanstreek/Waterland
1472,385,GM0385,Edam-Volendam,GG7306,GGD Zaanstreek/Waterland
1473,385,GM0385,Edam-Volendam,GG7306,GGD Zaanstreek/Waterland
1474,385,GM0385,Edam-Volendam,GG7306,GGD Zaanstreek/Waterland
1475,385,GM0385,Edam-Volendam,GG7306,GGD Zaanstreek/Waterland
1476,385,GM0385,Edam-Volendam,GG7306,GGD Zaanstreek/Waterland
1477,385,GM0385,Edam-Volendam,GG7306,GGD Zaanstreek/Waterland
1481,385,GM0385,Edam-Volendam,GG7306,GGD Zaanstreek/Waterland
1482,852,GM0852,Waterland,GG7306,GGD Zaanstreek/Waterland
1483,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1484,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1485,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1486,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1487,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1488,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1489,383,GM0383,Castricum,GG2707,GGD Hollands-Noorden
1501,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1502,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1503,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1504,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1505,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1506,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1507,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1508,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1509,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1511,431,GM0431,Oostzaan,GG7306,GGD Zaanstreek/Waterland
1521,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1525,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1531,880,GM0880,Wormerland,GG7306,GGD Zaanstreek/Waterland
1534,880,GM0880,Wormerland,GG7306,GGD Zaanstreek/Waterland
1536,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1541,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1544,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1546,880,GM0880,Wormerland,GG7306,GGD Zaanstreek/Waterland
1551,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1561,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1562,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1566,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1567,479,GM0479,Zaanstad,GG7306,GGD Zaanstreek/Waterland
1601,388,GM0388,Enkhuizen,GG2707,GGD Hollands-Noorden
1602,388,GM0388,Enkhuizen,GG2707,GGD Hollands-Noorden
1606,498,GM0498,Drechterland,GG2707,GGD Hollands-Noorden
1607,498,GM0498,Drechterland,GG2707,GGD Hollands-Noorden
1608,498,GM0498,Drechterland,GG2707,GGD Hollands-Noorden
1609,498,GM0498,Drechterland,GG2707,GGD Hollands-Noorden
1611,532,GM0532,Stede Broec,GG2707,GGD Hollands-Noorden
1613,532,GM0532,Stede Broec,GG2707,GGD Hollands-Noorden
1614,532,GM0532,Stede Broec,GG2707,GGD Hollands-Noorden
1616,498,GM0498,Drechterland,GG2707,GGD Hollands-Noorden
1617,498,GM0498,Drechterland,GG2707,GGD Hollands-Noorden
1619,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1621,405,GM0405,Hoorn,GG2707,GGD Hollands-Noorden
1622,405,GM0405,Hoorn,GG2707,GGD Hollands-Noorden
1623,405,GM0405,Hoorn,GG2707,GGD Hollands-Noorden
1624,405,GM0405,Hoorn,GG2707,GGD Hollands-Noorden
1625,405,GM0405,Hoorn,GG2707,GGD Hollands-Noorden
1627,405,GM0405,Hoorn,GG2707,GGD Hollands-Noorden
1628,405,GM0405,Hoorn,GG2707,GGD Hollands-Noorden
1631,1598,GM1598,Koggenland,GG2707,GGD Hollands-Noorden
1633,1598,GM1598,Koggenland,GG2707,GGD Hollands-Noorden
1634,1598,GM1598,Koggenland,GG2707,GGD Hollands-Noorden
1636,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1641,1598,GM1598,Koggenland,GG2707,GGD Hollands-Noorden
1642,1598,GM1598,Koggenland,GG2707,GGD Hollands-Noorden
1643,1598,GM1598,Koggenland,GG2707,GGD Hollands-Noorden
1645,1598,GM1598,Koggenland,GG2707,GGD Hollands-Noorden
1646,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1647,1598,GM1598,Koggenland,GG2707,GGD Hollands-Noorden
1648,1598,GM1598,Koggenland,GG2707,GGD Hollands-Noorden
1652,1598,GM1598,Koggenland,GG2707,GGD Hollands-Noorden
1654,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1655,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1657,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1658,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1661,432,GM0432,Opmeer,GG2707,GGD Hollands-Noorden
1662,432,GM0432,Opmeer,GG2707,GGD Hollands-Noorden
1663,432,GM0432,Opmeer,GG2707,GGD Hollands-Noorden
1671,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1674,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1676,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1678,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1679,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1681,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1682,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1683,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1684,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1685,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1686,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1687,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1688,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1689,405,GM0405,Hoorn,GG2707,GGD Hollands-Noorden
1691,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1692,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1693,420,GM0420,Medemblik,GG2707,GGD Hollands-Noorden
1695,405,GM0405,Hoorn,GG2707,GGD Hollands-Noorden
1696,498,GM0498,Drechterland,GG2707,GGD Hollands-Noorden
1697,498,GM0498,Drechterland,GG2707,GGD Hollands-Noorden
1701,398,GM0398,Heerhugowaard,GG2707,GGD Hollands-Noorden
1702,398,GM0398,Heerhugowaard,GG2707,GGD Hollands-Noorden
1703,398,GM0398,Heerhugowaard,GG2707,GGD Hollands-Noorden
1704,398,GM0398,Heerhugowaard,GG2707,GGD Hollands-Noorden
1705,398,GM0398,Heerhugowaard,GG2707,GGD Hollands-Noorden
1706,398,GM0398,Heerhugowaard,GG2707,GGD Hollands-Noorden
1711,1598,GM1598,Koggenland,GG2707,GGD Hollands-Noorden
1713,1598,GM1598,Koggenland,GG2707,GGD Hollands-Noorden
1715,432,GM0432,Opmeer,GG2707,GGD Hollands-Noorden
1716,432,GM0432,Opmeer,GG2707,GGD Hollands-Noorden
1718,432,GM0432,Opmeer,GG2707,GGD Hollands-Noorden
1719,432,GM0432,Opmeer,GG2707,GGD Hollands-Noorden
1721,416,GM0416,Langedijk,GG2707,GGD Hollands-Noorden
1722,416,GM0416,Langedijk,GG2707,GGD Hollands-Noorden
1723,416,GM0416,Langedijk,GG2707,GGD Hollands-Noorden
1724,416,GM0416,Langedijk,GG2707,GGD Hollands-Noorden
1724,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1731,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1732,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1733,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1734,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1735,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1736,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1738,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1741,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1742,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1744,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1746,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1747,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1749,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1751,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1752,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1753,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1754,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1755,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1756,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1757,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1759,441,GM0441,Schagen,GG2707,GGD Hollands-Noorden
1761,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1764,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1766,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1767,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1768,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1769,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1771,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1773,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1774,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1775,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1777,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1778,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1779,1911,GM1911,Hollands Kroon,GG2707,GGD Hollands-Noorden
1781,400,GM0400,Den Helder,GG2707,GGD Hollands-Noorden
1782,400,GM0400,Den Helder,GG2707,GGD Hollands-Noorden
1783,400,GM0400,Den Helder,GG2707,GGD Hollands-Noorden
1784,400,GM0400,Den Helder,GG2707,GGD Hollands-Noorden
1785,400,GM0400,Den Helder,GG2707,GGD Hollands-Noorden
1786,400,GM0400,Den Helder,GG2707,GGD Hollands-Noorden
1787,400,GM0400,Den Helder,GG2707,GGD Hollands-Noorden
1788,400,GM0400,Den Helder,GG2707,GGD Hollands-Noorden
1789,400,GM0400,Den Helder,GG2707,GGD Hollands-Noorden
1791,448,GM0448,Texel,GG2707,GGD Hollands-Noorden
1792,448,GM0448,Texel,GG2707,GGD Hollands-Noorden
1793,448,GM0448,Texel,GG2707,GGD Hollands-Noorden
1794,448,GM0448,Texel,GG2707,GGD Hollands-Noorden
1795,448,GM0448,Texel,GG2707,GGD Hollands-Noorden
1796,448,GM0448,Texel,GG2707,GGD Hollands-Noorden
1797,448,GM0448,Texel,GG2707,GGD Hollands-Noorden
1811,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1812,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1813,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1814,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1815,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1816,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1817,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1821,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1822,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1823,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1824,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1825,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
1826,361,GM0361,Alkmaar,GG2707,GGD Hollands-Noorden
